SAIL_PERNO,column,old_value,new_value
C024536,LEAVE_RULES,D,null
C024536,DA_AMT,,null
C024536,EVENT_DT,,null
C024536,EVENT_CD,,null
C025866,COST_CENTER,,CWE1700000
C025866,VPF_AMT,5000,10000
C025866,DOJ_SAIL,04-May-1999,09-Feb-1998
C025866,DOJ_UNIT,04-May-1999,09-Feb-1998
C025866,LEAVE_RULES,D,null
C025866,DA_AMT,,null
C025866,EVENT_DT,,null
C025866,EVENT_CD,,null
C024543,EPS_CD,1,4
C024543,COST_CENTER,,CGM0000000
C024543,LEAVE_RULES,D,null
C024543,DA_AMT,,null
C024543,EVENT_DT,,null
C024543,EVENT_CD,,null
C024551,EPS_CD,1,4
C024551,COST_CENTER,,CWE1300000
C024551,LEAVE_RULES,D,null
C024551,DA_AMT,,null
C024551,EVENT_DT,,null
C024551,EVENT_CD,,null
C024550,INCR_DT,01-Jan-2025,01-Jan-2026
C024550,EPS_CD,1,4
C024550,LEAVE_RULES,D,null
C024550,DA_AMT,,null
C024550,EVENT_DT,,null
C024550,EVENT_CD,,null
C024555,COST_CENTER,,CWD0970000
C024555,VPF_AMT,15000,22000
C024555,LEAVE_RULES,D,null
C024555,DA_AMT,,null
C024555,EVENT_DT,,null
C024555,EVENT_CD,,null
C024553,EPS_CD,1,4
C024553,VPF_AMT,15000,25000
C024553,LEAVE_RULES,D,null
C024553,DA_AMT,,null
C024553,EVENT_DT,,null
C024553,EVENT_CD,,null
C024559,COST_CENTER,,CWH0300000
C024559,VPF_AMT,5000,7000
C024559,LEAVE_RULES,D,null
C024559,DA_AMT,,null
C024559,EVENT_DT,,null
C024559,EVENT_CD,,null
C024558,EPS_CD,0,4
C024558,LEAVE_RULES,D,null
C024558,DA_AMT,,null
C024558,EVENT_DT,,null
C024558,EVENT_CD,,null
C024557,EPS_CD,1,4
C024557,COST_CENTER,,CWE1300000
C024557,LEAVE_RULES,D,null
C024557,DA_AMT,,null
C024557,EVENT_DT,,null
C024557,EVENT_CD,,null
C030333,COST_CENTER,,CWC0260030
C030333,VPF_AMT,2000,5000
C030333,LEAVE_RULES,D,null
C030333,DA_AMT,,null
C030333,EVENT_DT,,null
C030333,EVENT_CD,,null
C029355,COST_CENTER,,CWI2270000
C029355,VPF_AMT,7000,10000
C029355,LEAVE_RULES,D,null
C029355,DA_AMT,,null
C029355,EVENT_DT,,null
C029355,EVENT_CD,,null
C028046,VPF_AMT,0,5000
C028046,LEAVE_RULES,D,null
C028046,DA_AMT,,null
C028046,EVENT_DT,,null
C028046,EVENT_CD,,null
C030370,COST_CENTER,,CWI2270000
C030370,VPF_AMT,9000,13000
C030370,LEAVE_RULES,D,null
C030370,DA_AMT,,null
C030370,EVENT_DT,,null
C030370,EVENT_CD,,null
C030382,BANK_ACNO,0185104000113427,1850282158
C030382,IFSC_CD,IBKL0000185,KKBK0005786
C030382,COST_CENTER,,CWK1301000
C030382,VPF_AMT,1000,3000
C030382,LEAVE_RULES,D,null
C030382,DA_AMT,,null
C030382,EVENT_DT,,null
C030382,EVENT_CD,,null
C025803,EPS_CD,1,4
C025803,COST_CENTER,,CWK1301000
C025803,VPF_AMT,15000,25000
C025803,DOJ_SAIL,04-May-1999,05-Feb-1998
C025803,DOJ_UNIT,04-May-1999,05-Feb-1998
C025803,LEAVE_RULES,D,null
C025803,DA_AMT,,null
C025803,EVENT_DT,,null
C025803,EVENT_CD,,null
C030392,COST_CENTER,,CWL0101000
C030392,VPF_AMT,5000,0
C030392,LEAVE_RULES,D,null
C030392,DA_AMT,,null
C030392,EVENT_DT,,null
C030392,EVENT_CD,,null
C028089,VPF_AMT,1500,2500
C028089,LEAVE_RULES,D,null
C028089,DA_AMT,,null
C028089,EVENT_DT,,null
C028089,EVENT_CD,,null
E023140,COST_CENTER,,CWL0101000
E023140,LEAVE_RULES,D,null
E023140,PRAN_NO,,110136114085
E023140,DA_AMT,,null
E023140,EVENT_DT,,null
E023140,EVENT_CD,,null
E023100,COST_CENTER,,CWE1300000
E023100,LEAVE_RULES,D,null
E023100,PRAN_NO,,110116197051
E023100,DA_AMT,,null
E023100,EVENT_DT,,null
E023100,EVENT_CD,,null
C026984,COST_CENTER,,CWZ1900000
C026984,VPF_AMT,3000,4000
C026984,LEAVE_RULES,D,null
C026984,DA_AMT,,null
C026984,EVENT_DT,,null
C026984,EVENT_CD,,null
C025652,DESIG,NURSING SISTER(SUP),NURSING SISTER SUPERVISOR
C025652,COST_CENTER,,CHA0000000
C025652,VPF_AMT,3000,6000
C025652,LEAVE_RULES,S,null
C025652,DA_AMT,,null
C025652,EVENT_DT,,null
C025652,EVENT_CD,,null
C026996,COST_CENTER,,CWJ0600000
C026996,PAN,BENPR5823L,HFJPR4343E
C026996,LEAVE_RULES,D,null
C026996,DA_AMT,,null
C026996,EVENT_DT,,null
C026996,EVENT_CD,,null
C025666,EPS_CD,1,4
C025666,COST_CENTER,,CWZ1000000
C025666,LEAVE_RULES,D,null
C025666,DA_AMT,,null
C025666,EVENT_DT,,null
C025666,EVENT_CD,,null
C024339,COST_CENTER,,CWJ0600000
C024339,VPF_AMT,6000,16000
C024339,LEAVE_RULES,D,null
C024339,DA_AMT,,null
C024339,EVENT_DT,,null
C024339,EVENT_CD,,null
C025673,EPS_CD,0,4
C025673,COST_CENTER,,CWD0970000
C025673,LEAVE_RULES,D,null
C025673,DA_AMT,,null
C025673,EVENT_DT,,null
C025673,EVENT_CD,,null
C023016,COST_CENTER,,CWB0100000
C023016,EXEMP_CD,0,1
C023016,LEAVE_RULES,D,null
C023016,DA_AMT,,null
C023016,EVENT_DT,,null
C023016,EVENT_CD,,null
C024344,EPS_CD,1,4
C024344,COST_CENTER,,CWJ0300000
C024344,LEAVE_RULES,D,null
C024344,DA_AMT,,null
C024344,EVENT_DT,,null
C024344,EVENT_CD,,null
C024348,EPS_CD,1,4
C024348,LEAVE_RULES,D,null
C024348,DA_AMT,,null
C024348,EVENT_DT,,null
C024348,EVENT_CD,,null
C024367,EPS_CD,0,4
C024367,COST_CENTER,,CWI1801000
C024367,LEAVE_RULES,D,null
C024367,DA_AMT,,null
C024367,EVENT_DT,,null
C024367,EVENT_CD,,null
C023039,EPS_CD,1,4
C023039,COST_CENTER,,CWD0970000
C023039,LEAVE_RULES,D,null
C023039,DA_AMT,,null
C023039,EVENT_DT,,null
C023039,EVENT_CD,,null
C023040,EPS_CD,1,4
C023040,COST_CENTER,,CWE1300000
C023040,LEAVE_RULES,D,null
C023040,DA_AMT,,null
C023040,EVENT_DT,,null
C023040,EVENT_CD,,null
C024375,EPS_CD,1,4
C024375,COST_CENTER,,CGC0000000
C024375,LEAVE_RULES,S,null
C024375,DA_AMT,,null
C024375,EVENT_DT,,null
C024375,EVENT_CD,,null
C024374,EPS_CD,0,4
C024374,COST_CENTER,,CWF0170000
C024374,LEAVE_RULES,S,null
C024374,DA_AMT,,null
C024374,EVENT_DT,,null
C024374,EVENT_CD,,null
C024379,EPS_CD,0,4
C024379,COST_CENTER,,CWH0200000
C024379,LEAVE_RULES,S,null
C024379,DA_AMT,,null
C024379,EVENT_DT,,null
C024379,EVENT_CD,,null
C024384,COST_CENTER,,CWC0260030
C024384,EXEMP_CD,0,1
C024384,LEAVE_RULES,D,null
C024384,DA_AMT,,null
C024384,EVENT_DT,,null
C024384,EVENT_CD,,null
C024389,EPS_CD,0,4
C024389,COST_CENTER,,CWE1700000
C024389,LEAVE_RULES,S,null
C024389,DA_AMT,,null
C024389,EVENT_DT,,null
C024389,EVENT_CD,,null
C024392,EPS_CD,0,4
C024392,COST_CENTER,,CWL0101000
C024392,LEAVE_RULES,S,null
C024392,DA_AMT,,null
C024392,EVENT_DT,,null
C024392,EVENT_CD,,null
C024398,COST_CENTER,,CWJ0600000
C024398,EXEMP_CD,0,1
C024398,LEAVE_RULES,D,null
C024398,DA_AMT,,null
C024398,EVENT_DT,,null
C024398,EVENT_CD,,null
C024395,EPS_CD,0,4
C024395,COST_CENTER,,CWA1200000
C024395,LEAVE_RULES,S,null
C024395,DA_AMT,,null
C024395,EVENT_DT,,null
C024395,EVENT_CD,,null
C001712,EPS_CD,1,4
C001712,COST_CENTER,,CWD0970000
C001712,LEAVE_RULES,S,null
C001712,DA_AMT,,null
C001712,EVENT_DT,,null
C001712,EVENT_CD,,null
C024406,EPS_CD,0,4
C024406,COST_CENTER,,CWE1300000
C024406,LEAVE_RULES,S,null
C024406,DA_AMT,,null
C024406,EVENT_DT,,null
C024406,EVENT_CD,,null
C024405,EPS_CD,1,4
C024405,COST_CENTER,,CWJ0660010
C024405,LEAVE_RULES,S,null
C024405,DA_AMT,,null
C024405,EVENT_DT,,null
C024405,EVENT_CD,,null
B003066,EPS_CD,1,4
B003066,COST_CENTER,,CWH0300000
B003066,LEAVE_RULES,S,null
B003066,DA_AMT,,null
B003066,EVENT_DT,,null
B003066,EVENT_CD,,null
C024413,EPS_CD,0,4
C024413,COST_CENTER,,CWF0102000
C024413,LEAVE_RULES,S,null
C024413,DA_AMT,,null
C024413,EVENT_DT,,null
C024413,EVENT_CD,,null
C025755,EPS_CD,1,4
C025755,COST_CENTER,,CWD0970000
C025755,LEAVE_RULES,D,null
C025755,DA_AMT,,null
C025755,EVENT_DT,,null
C025755,EVENT_CD,,null
C024422,COST_CENTER,,CWJ0500000
C024422,EXEMP_CD,0,1
C024422,LEAVE_RULES,S,null
C024422,DA_AMT,,null
C024422,EVENT_DT,,null
C024422,EVENT_CD,,null
C024428,EPS_CD,1,4
C024428,COST_CENTER,,CWL0101000
C024428,LEAVE_RULES,S,null
C024428,DA_AMT,,null
C024428,EVENT_DT,,null
C024428,EVENT_CD,,null
C023101,EPS_CD,0,4
C023101,LEAVE_RULES,S,null
C023101,DA_AMT,,null
C023101,EVENT_DT,,null
C023101,EVENT_CD,,null
C024432,EPS_CD,0,4
C024432,COST_CENTER,,CWZ2100000
C024432,LEAVE_RULES,S,null
C024432,DA_AMT,,null
C024432,EVENT_DT,,null
C024432,EVENT_CD,,null
C023107,EPS_CD,1,4
C023107,LEAVE_RULES,S,null
C023107,DA_AMT,,null
C023107,EVENT_DT,,null
C023107,EVENT_CD,,null
C024439,EPS_CD,0,4
C024439,LEAVE_RULES,D,null
C024439,DA_AMT,,null
C024439,EVENT_DT,,null
C024439,EVENT_CD,,null
C030201,COST_CENTER,,CWC0201000
C030201,VPF_AMT,2000,0
C030201,LEAVE_RULES,D,null
C030201,DA_AMT,,null
C030201,EVENT_DT,,null
C030201,EVENT_CD,,null
C020886,COST_CENTER,,CWJ0500000
C020886,EXEMP_CD,0,1
C020886,LEAVE_RULES,D,null
C020886,DA_AMT,,null
C020886,EVENT_DT,,null
C020886,EVENT_CD,,null
C029232,COST_CENTER,,CWD0970000
C029232,VPF_AMT,0,10000
C029232,LEAVE_RULES,D,null
C029232,DA_AMT,,null
C029232,EVENT_DT,,null
C029232,EVENT_CD,,null
C030223,DESIG,SR TECH/OPTV,SR TECHNICIAN CUM OPERATI
C030223,COST_CENTER,,CWG1200000
C030223,VPF_AMT,2000,5000
C030223,LEAVE_RULES,D,null
C030223,DA_AMT,,null
C030223,EVENT_DT,,null
C030223,EVENT_CD,,null
C029243,COST_CENTER,,CWD0970000
C029243,VPF_AMT,6000,8000
C029243,LEAVE_RULES,D,null
C029243,DA_AMT,,null
C029243,EVENT_DT,,null
C029243,EVENT_CD,,null
C030236,COST_CENTER,,CWL0101000
C030236,VPF_AMT,7000,8900
C030236,LEAVE_RULES,D,null
C030236,DA_AMT,,null
C030236,EVENT_DT,,null
C030236,EVENT_CD,,null
C032899,GRADE,T0,S3
C032899,DESIG,OPERATOR CUM TECHNICIAN T,OPTR CUM TECH TRAINEE
C032899,INCR_DT,,01-Jan-2026
C032899,BASIC,18300,26600
C032899,COST_CENTER,,CWH0200000
C032899,DA_CD,0,1
C032899,INCENTIVE_CD,0,51
C032899,CANTEEN_AMT_CD,0,1
C032899,LEAVE_RULES,T,null
C032899,DA_AMT,,null
C032899,EVENT_DT,,null
C032899,EVENT_CD,,null
C031575,COST_CENTER,,CGO0800000
C031575,VPF_AMT,0,3000
C031575,LEAVE_RULES,D,null
C031575,DA_AMT,,null
C031575,EVENT_DT,,null
C031575,EVENT_CD,,null
C029279,COST_CENTER,,CWK1301000
C029279,VPF_AMT,5000,10000
C029279,LEAVE_RULES,D,null
C029279,DA_AMT,,null
C029279,EVENT_DT,,null
C029279,EVENT_CD,,null
C031591,COST_CENTER,,CWC0300000
C031591,VPF_AMT,6000,5000
C031591,LEAVE_RULES,D,null
C031591,DA_AMT,,null
C031591,EVENT_DT,,null
C031591,EVENT_CD,,null
C027315,EPS_CD,1,4
C027315,COST_CENTER,,CWJ0300000
C027315,LEAVE_RULES,S,null
C027315,DA_AMT,,null
C027315,EVENT_DT,,null
C027315,EVENT_CD,,null
C028648,COST_CENTER,,CWJ0500000
C028648,VPF_AMT,3500,3000
C028648,LEAVE_RULES,D,null
C028648,DA_AMT,,null
C028648,EVENT_DT,,null
C028648,EVENT_CD,,null
C003343,EPS_CD,1,4
C003343,COST_CENTER,,CGM0000000
C003343,LEAVE_RULES,S,null
C003343,DA_AMT,,null
C003343,EVENT_DT,,null
C003343,EVENT_CD,,null
C003344,COST_CENTER,,CPH0100000
C003344,VPF_AMT,10000,20000
C003344,LEAVE_RULES,S,null
C003344,DA_AMT,,null
C003344,EVENT_DT,,null
C003344,EVENT_CD,,null
C029975,DESIG,SR TECH/OPTV,SR TECHNICIAN CUM OPERATI
C029975,BANK_ACNO,00140100016103,924010010895203
C029975,IFSC_CD,BARB0BOKARO,UTIB0000171
C029975,COST_CENTER,,CWB0105000
C029975,LEAVE_RULES,D,null
C029975,DA_AMT,,null
C029975,EVENT_DT,,null
C029975,EVENT_CD,,null
C003351,EPS_CD,1,4
C003351,COST_CENTER,,CWL0101000
C003351,LEAVE_RULES,S,null
C003351,DA_AMT,,null
C003351,EVENT_DT,,null
C003351,EVENT_CD,,null
C027320,EPS_CD,1,4
C027320,COST_CENTER,,CWE1300000
C027320,LEAVE_RULES,S,null
C027320,DA_AMT,,null
C027320,EVENT_DT,,null
C027320,EVENT_CD,,null
C003339,COST_CENTER,,CWD0800000
C003339,VPF_AMT,0,10000
C003339,LEAVE_RULES,S,null
C003339,DA_AMT,,null
C003339,EVENT_DT,,null
C003339,EVENT_CD,,null
C003340,EPS_CD,1,4
C003340,COST_CENTER,,CWC0300000
C003340,LEAVE_RULES,S,null
C003340,DA_AMT,,null
C003340,EVENT_DT,,null
C003340,EVENT_CD,,null
C029990,DESIG,SR TECH/OPTV,SR TECHNICIAN CUM OPERATI
C029990,COST_CENTER,,CWZ2900000
C029990,VPF_AMT,500,3000
C029990,LEAVE_RULES,D,null
C029990,DA_AMT,,null
C029990,EVENT_DT,,null
C029990,EVENT_CD,,null
C026004,EPS_CD,1,4
C026004,LEAVE_RULES,D,null
C026004,DA_AMT,,null
C026004,EVENT_DT,,null
C026004,EVENT_CD,,null
C027337,EPS_CD,1,4
C027337,COST_CENTER,,CWZ2100000
C027337,LEAVE_RULES,D,null
C027337,DA_AMT,,null
C027337,EVENT_DT,,null
C027337,EVENT_CD,,null
C026005,COST_CENTER,,CWI1801000
C026005,VPF_AMT,0,5000
C026005,LEAVE_RULES,D,null
C026005,DA_AMT,,null
C026005,EVENT_DT,,null
C026005,EVENT_CD,,null
C003328,EPS_CD,1,4
C003328,LEAVE_RULES,S,null
C003328,DA_AMT,,null
C003328,EVENT_DT,,null
C003328,EVENT_CD,,null
C003314,EPS_CD,0,4
C003314,COST_CENTER,,CWZ2600000
C003314,LEAVE_RULES,S,null
C003314,DA_AMT,,null
C003314,EVENT_DT,,null
C003314,EVENT_CD,,null
C026013,COST_CENTER,,CWZ1300000
C026013,LEAVE_RULES,D,null
C026013,DA_AMT,,null
C026013,EVENT_DT,,null
C026013,EVENT_CD,,null
C027343,VPF_AMT,12500,25000
C027343,LEAVE_RULES,D,null
C027343,DA_AMT,,null
C027343,EVENT_DT,,null
C027343,EVENT_CD,,null
C003316,EPS_CD,0,4
C003316,COST_CENTER,,CWD0860030
C003316,LEAVE_RULES,S,null
C003316,DA_AMT,,null
C003316,EVENT_DT,,null
C003316,EVENT_CD,,null
C026024,DESIG,SUPERVISOR(O),SUPERVISOR(OPERATION)
C026024,COST_CENTER,,CWD0970000
C026024,VPF_AMT,25000,15000
C026024,LEAVE_RULES,D,null
C026024,DA_AMT,,null
C026024,EVENT_DT,,null
C026024,EVENT_CD,,null
C003302,EPS_CD,1,4
C003302,LEAVE_RULES,S,null
C003302,DA_AMT,,null
C003302,EVENT_DT,,null
C003302,EVENT_CD,,null
C026027,EPS_CD,0,4
C026027,COST_CENTER,,CWD0970000
C026027,LEAVE_RULES,D,null
C026027,DA_AMT,,null
C026027,EVENT_DT,,null
C026027,EVENT_CD,,null
C003307,EPS_CD,0,4
C003307,COST_CENTER,,CWH0200000
C003307,LEAVE_RULES,S,null
C003307,DA_AMT,,null
C003307,EVENT_DT,,null
C003307,EVENT_CD,,null
C003306,EPS_CD,1,4
C003306,COST_CENTER,,CWZ1000000
C003306,LEAVE_RULES,S,null
C003306,DA_AMT,,null
C003306,EVENT_DT,,null
C003306,EVENT_CD,,null
C027367,COST_CENTER,,CWK1301000
C027367,VPF_AMT,0,10000
C027367,LEAVE_RULES,D,null
C027367,DA_AMT,,null
C027367,EVENT_DT,,null
C027367,EVENT_CD,,null
C028698,COST_CENTER,,CGN0100000
C028698,VPF_AMT,3500,5500
C028698,LEAVE_RULES,D,null
C028698,DA_AMT,,null
C028698,EVENT_DT,,null
C028698,EVENT_CD,,null
C026040,FEED_YYYYMM,200006,199807
C026040,DOJ_SAIL,30-Jun-2000,17-Jul-1998
C026040,DOJ_UNIT,30-Jun-2000,17-Jul-1998
C026040,LEAVE_RULES,D,null
C026040,DA_AMT,,null
C026040,EVENT_DT,,null
C026040,EVENT_CD,,null
C026048,COST_CENTER,,CWD0970000
C026048,VPF_AMT,20000,25000
C026048,LEAVE_RULES,D,null
C026048,DA_AMT,,null
C026048,EVENT_DT,,null
C026048,EVENT_CD,,null
C027389,EPS_CD,1,4
C027389,COST_CENTER,,CWZ2700000
C027389,LEAVE_RULES,D,null
C027389,DA_AMT,,null
C027389,EVENT_DT,,null
C027389,EVENT_CD,,null
C027390,EPS_CD,1,4
C027390,COST_CENTER,,CWD0970000
C027390,VPF_AMT,15000,20000
C027390,LEAVE_RULES,D,null
C027390,DA_AMT,,null
C027390,EVENT_DT,,null
C027390,EVENT_CD,,null
C027391,EPS_CD,1,4
C027391,COST_CENTER,,CTB0200000
C027391,LEAVE_RULES,D,null
C027391,DA_AMT,,null
C027391,EVENT_DT,,null
C027391,EVENT_CD,,null
C029913,VPF_AMT,10000,20000
C029913,LEAVE_RULES,D,null
C029913,DA_AMT,,null
C029913,EVENT_DT,,null
C029913,EVENT_CD,,null
B036475,LEAVE_RULES,S,null
B036475,PRAN_NO,,110156000313
B036475,DA_AMT,,null
B036475,EVENT_DT,,null
B036475,EVENT_CD,,null
C003396,EPS_CD,1,4
C003396,COST_CENTER,,CWC0300000
C003396,LEAVE_RULES,S,null
C003396,DA_AMT,,null
C003396,EVENT_DT,,null
C003396,EVENT_CD,,null
C029935,VPF_AMT,0,5000
C029935,LEAVE_RULES,D,null
C029935,DA_AMT,,null
C029935,EVENT_DT,,null
C029935,EVENT_CD,,null
C028609,COST_CENTER,,CWL0101000
C028609,VPF_AMT,10000,15000
C028609,LEAVE_RULES,D,null
C028609,DA_AMT,,null
C028609,EVENT_DT,,null
C028609,EVENT_CD,,null
C003393,EPS_CD,1,4
C003393,COST_CENTER,,CWH0300000
C003393,LEAVE_RULES,S,null
C003393,DA_AMT,,null
C003393,EVENT_DT,,null
C003393,EVENT_CD,,null
C003379,EPS_CD,1,4
C003379,COST_CENTER,,CWL0101000
C003379,LEAVE_RULES,S,null
C003379,DA_AMT,,null
C003379,EVENT_DT,,null
C003379,EVENT_CD,,null
C030930,COST_CENTER,,CWB0100000
C030930,VPF_AMT,6000,1000
C030930,LEAVE_RULES,D,null
C030930,DA_AMT,,null
C030930,EVENT_DT,,null
C030930,EVENT_CD,,null
C003376,EPS_CD,1,4
C003376,LEAVE_RULES,S,null
C003376,DA_AMT,,null
C003376,EVENT_DT,,null
C003376,EVENT_CD,,null
C003382,EPS_CD,1,4
C003382,COST_CENTER,,CTB0200000
C003382,LEAVE_RULES,S,null
C003382,DA_AMT,,null
C003382,EVENT_DT,,null
C003382,EVENT_CD,,null
C003380,COST_CENTER,,CWD0970000
C003380,LEAVE_RULES,S,null
C003380,PRAN_NO,,110116093398
C003380,DA_AMT,,null
C003380,EVENT_DT,,null
C003380,EVENT_CD,,null
C003368,EPS_CD,1,4
C003368,COST_CENTER,,CWD0860030
C003368,LEAVE_RULES,S,null
C003368,DA_AMT,,null
C003368,EVENT_DT,,null
C003368,EVENT_CD,,null
C003364,EPS_CD,1,4
C003364,COST_CENTER,,CWZ0700000
C003364,LEAVE_RULES,S,null
C003364,DA_AMT,,null
C003364,EVENT_DT,,null
C003364,EVENT_CD,,null
C003359,EPS_CD,1,4
C003359,COST_CENTER,,CWC0300000
C003359,LEAVE_RULES,S,null
C003359,DA_AMT,,null
C003359,EVENT_DT,,null
C003359,EVENT_CD,,null
C003356,EPS_CD,1,4
C003356,COST_CENTER,,CWH0200000
C003356,LEAVE_RULES,S,null
C003356,DA_AMT,,null
C003356,EVENT_DT,,null
C003356,EVENT_CD,,null
C029963,COST_CENTER,,CTB0103000
C029963,VPF_AMT,1000,3000
C029963,LEAVE_RULES,D,null
C029963,DA_AMT,,null
C029963,EVENT_DT,,null
C029963,EVENT_CD,,null
C027308,EPS_CD,1,4
C027308,COST_CENTER,,CWB0160020
C027308,LEAVE_RULES,S,null
C027308,DA_AMT,,null
C027308,EVENT_DT,,null
C027308,EVENT_CD,,null
C003360,EPS_CD,1,4
C003360,COST_CENTER,,CTB0200000
C003360,LEAVE_RULES,S,null
C003360,DA_AMT,,null
C003360,EVENT_DT,,null
C003360,EVENT_CD,,null
C030957,COST_CENTER,,CWK1601000
C030957,VPF_AMT,10000,1000
C030957,LEAVE_RULES,S,null
C030957,DA_AMT,,null
C030957,EVENT_DT,,null
C030957,EVENT_CD,,null
C023874,COST_CENTER,,CWJ0600000
C023874,EXEMP_CD,0,1
C023874,LEAVE_RULES,D,null
C023874,DA_AMT,,null
C023874,EVENT_DT,,null
C023874,EVENT_CD,,null
C023888,EPS_CD,0,4
C023888,COST_CENTER,,CWF0170000
C023888,LEAVE_RULES,D,null
C023888,DA_AMT,,null
C023888,EVENT_DT,,null
C023888,EVENT_CD,,null
C023887,EPS_CD,0,4
C023887,COST_CENTER,,CWF0170000
C023887,LEAVE_RULES,D,null
C023887,DA_AMT,,null
C023887,EVENT_DT,,null
C023887,EVENT_CD,,null
C021236,EXEMP_CD,0,1
C021236,LEAVE_RULES,D,null
C021236,DA_AMT,,null
C021236,EVENT_DT,,null
C021236,EVENT_CD,,null
E021602,COST_CENTER,,CWL0101000
E021602,LEAVE_RULES,D,null
E021602,PRAN_NO,,110116018622
E021602,DA_AMT,,null
E021602,EVENT_DT,,null
E021602,EVENT_CD,,null
C026073,EPS_CD,1,4
C026073,COST_CENTER,,CWD0970000
C026073,LEAVE_RULES,D,null
C026073,DA_AMT,,null
C026073,EVENT_DT,,null
C026073,EVENT_CD,,null
C026070,VPF_AMT,10000,15000
C026070,LEAVE_RULES,D,null
C026070,DA_AMT,,null
C026070,EVENT_DT,,null
C026070,EVENT_CD,,null
C023804,COST_CENTER,,CWF0173010
C023804,EXEMP_CD,0,1
C023804,LEAVE_RULES,D,null
C023804,DA_AMT,,null
C023804,EVENT_DT,,null
C023804,EVENT_CD,,null
C023802,EPS_CD,0,4
C023802,COST_CENTER,,CWZ1000000
C023802,LEAVE_RULES,D,null
C023802,DA_AMT,,null
C023802,EVENT_DT,,null
C023802,EVENT_CD,,null
C023803,EPS_CD,0,4
C023803,COST_CENTER,,CWF0173010
C023803,LEAVE_RULES,D,null
C023803,DA_AMT,,null
C023803,EVENT_DT,,null
C023803,EVENT_CD,,null
C023808,EPS_CD,0,4
C023808,COST_CENTER,,CWF0170000
C023808,LEAVE_RULES,D,null
C023808,DA_AMT,,null
C023808,EVENT_DT,,null
C023808,EVENT_CD,,null
C023811,COST_CENTER,,CWZ1000000
C023811,VPF_AMT,1000,11000
C023811,LEAVE_RULES,D,null
C023811,DA_AMT,,null
C023811,EVENT_DT,,null
C023811,EVENT_CD,,null
C023815,EPS_CD,0,4
C023815,COST_CENTER,,CWF0173010
C023815,LEAVE_RULES,D,null
C023815,DA_AMT,,null
C023815,EVENT_DT,,null
C023815,EVENT_CD,,null
C023816,EPS_CD,0,4
C023816,COST_CENTER,,CWF0173010
C023816,DOJ_SAIL,16-Sep-1990,18-Sep-1990
C023816,DOJ_UNIT,16-Sep-1990,18-Sep-1990
C023816,LEAVE_RULES,D,null
C023816,DA_AMT,,null
C023816,EVENT_DT,,null
C023816,EVENT_CD,,null
C023819,EPS_CD,0,4
C023819,COST_CENTER,,CWZ1000000
C023819,LEAVE_RULES,D,null
C023819,DA_AMT,,null
C023819,EVENT_DT,,null
C023819,EVENT_CD,,null
C023817,EPS_CD,0,4
C023817,COST_CENTER,,CWZ1000000
C023817,LEAVE_RULES,S,null
C023817,DA_AMT,,null
C023817,EVENT_DT,,null
C023817,EVENT_CD,,null
C023818,EPS_CD,1,4
C023818,COST_CENTER,,CWZ1000000
C023818,LEAVE_RULES,D,null
C023818,DA_AMT,,null
C023818,EVENT_DT,,null
C023818,EVENT_CD,,null
C026095,COST_CENTER,,CWD0970000
C026095,VPF_AMT,10000,15000
C026095,LEAVE_RULES,D,null
C026095,DA_AMT,,null
C026095,EVENT_DT,,null
C026095,EVENT_CD,,null
C026097,COST_CENTER,,CWK1301000
C026097,VPF_AMT,6000,10000
C026097,LEAVE_RULES,D,null
C026097,DA_AMT,,null
C026097,EVENT_DT,,null
C026097,EVENT_CD,,null
C023823,EPS_CD,0,4
C023823,COST_CENTER,,CWD0970000
C023823,LEAVE_RULES,D,null
C023823,DA_AMT,,null
C023823,EVENT_DT,,null
C023823,EVENT_CD,,null
C023827,EPS_CD,0,4
C023827,COST_CENTER,,CWJ0300000
C023827,LEAVE_RULES,D,null
C023827,DA_AMT,,null
C023827,EVENT_DT,,null
C023827,EVENT_CD,,null
C023824,EPS_CD,0,4
C023824,COST_CENTER,,CWF0173010
C023824,LEAVE_RULES,D,null
C023824,DA_AMT,,null
C023824,EVENT_DT,,null
C023824,EVENT_CD,,null
C023828,EPS_CD,0,4
C023828,COST_CENTER,,CWI2270000
C023828,LEAVE_RULES,S,null
C023828,DA_AMT,,null
C023828,EVENT_DT,,null
C023828,EVENT_CD,,null
C023830,EPS_CD,0,4
C023830,COST_CENTER,,CWZ1000000
C023830,LEAVE_RULES,D,null
C023830,DA_AMT,,null
C023830,EVENT_DT,,null
C023830,EVENT_CD,,null
C023834,EPS_CD,0,4
C023834,COST_CENTER,,CWF0173010
C023834,LEAVE_RULES,D,null
C023834,DA_AMT,,null
C023834,EVENT_DT,,null
C023834,EVENT_CD,,null
C023831,EPS_CD,0,4
C023831,COST_CENTER,,CWJ0300000
C023831,LEAVE_RULES,D,null
C023831,DA_AMT,,null
C023831,EVENT_DT,,null
C023831,EVENT_CD,,null
C023837,EPS_CD,1,4
C023837,COST_CENTER,,CWF0170000
C023837,LEAVE_RULES,D,null
C023837,DA_AMT,,null
C023837,EVENT_DT,,null
C023837,EVENT_CD,,null
G000513,LEAVE_RULES,S,null
G000513,PRAN_NO,,110155962729
G000513,DA_AMT,,null
G000513,EVENT_DT,,null
G000513,EVENT_CD,,null
C023840,EPS_CD,1,4
